timestamp,state,candidate_id,party,votes,votes_estimated,win_probability,ranking,total_votes,total_votes_estimated,total_votes_remaining,eevp
1730875760,north-dakota,trump-d,GOP,240952,247905,1,1,357930,367381,10426,98.44
1730875910,north-dakota,trump-d,GOP,240952,247856,1,1,357930,367325,10368,98.44
1730875910,north-dakota,harris-k,DEM,110827,113190,0,2,357930,367325,10368,98.44
1730876150,north-dakota,harris-k,DEM,110827,113191,0,2,357930,367337,10371,98.44
1730876150,north-dakota,trump-d,GOP,240952,247865,1,1,357930,367337,10371,98.44
1730876350,north-dakota,harris-k,DEM,110827,113188,0,2,357930,367384,10435,98.44
1730876350,north-dakota,trump-d,GOP,240952,247906,1,1,357930,367384,10435,98.44
1730877813,north-dakota,harris-k,DEM,110827,113166,0,2,357930,367331,10377,98.44
1730877813,north-dakota,trump-d,GOP,240952,247881,1,1,357930,367331,10377,98.44
1730878024,north-dakota,harris-k,DEM,110827,113195,0,2,357930,367304,10341,98.44
1730878024,north-dakota,trump-d,GOP,240952,247831,1,1,357930,367304,10341,98.44
1730878227,north-dakota,trump-d,GOP,240952,247817,1,1,357930,367303,10344,98.44
1730878227,north-dakota,harris-k,DEM,110827,113194,0,2,357930,367303,10344,98.44
1730878429,north-dakota,trump-d,GOP,240952,247886,1,1,357930,367360,10391,98.44
1730878429,north-dakota,harris-k,DEM,110827,113185,0,2,357930,367360,10391,98.44
1730878636,north-dakota,trump-d,GOP,240952,247841,1,1,357930,367302,10342,98.44
1730878636,north-dakota,harris-k,DEM,110827,113172,0,2,357930,367302,10342,98.44
1730878787,north-dakota,harris-k,DEM,110827,113185,0,2,357930,367322,10359,98.44
1730878787,north-dakota,trump-d,GOP,240952,247857,1,1,357930,367322,10359,98.44
1730879829,north-dakota,trump-d,GOP,240952,247872,1,1,357930,367329,10401,98.44
1730879829,north-dakota,harris-k,DEM,110827,113176,0,2,357930,367329,10401,98.44
1730880025,north-dakota,trump-d,GOP,240952,247867,1,1,357930,367330,10364,98.44
1730880025,north-dakota,harris-k,DEM,110827,113183,0,2,357930,367330,10364,98.44
1730880168,north-dakota,trump-d,GOP,240952,247858,1,1,357930,367311,10373,98.44
1730880168,north-dakota,harris-k,DEM,110827,113168,0,2,357930,367311,10373,98.44
1730880408,north-dakota,harris-k,DEM,110827,113179,0,2,357930,367326,10383,98.44
1730880408,north-dakota,trump-d,GOP,240952,247866,1,1,357930,367326,10383,98.44
1730880587,north-dakota,harris-k,DEM,110827,113197,0,2,357930,367374,10410,98.44
1730880587,north-dakota,trump-d,GOP,240952,247898,1,1,357930,367374,10410,98.44
1730880823,north-dakota,trump-d,GOP,240952,247912,1,1,357930,367377,10439,98.44
1730880823,north-dakota,harris-k,DEM,110827,113182,0,2,357930,367377,10439,98.44
1730881028,north-dakota,harris-k,DEM,110827,113196,0,2,357930,367307,10339,98.44
1730881028,north-dakota,trump-d,GOP,240952,247838,1,1,357930,367307,10339,98.44
1730881190,north-dakota,trump-d,GOP,240952,247892,1,1,357930,367370,10415,98.44
1730881190,north-dakota,harris-k,DEM,110827,113198,0,2,357930,367370,10415,98.44
1730881426,north-dakota,trump-d,GOP,240952,247887,1,1,357930,367342,10405,98.44
1730881426,north-dakota,harris-k,DEM,110827,113179,0,2,357930,367342,10405,98.44
1730881623,north-dakota,trump-d,GOP,240952,247906,1,1,357930,367377,10438,98.44
1730881623,north-dakota,harris-k,DEM,110827,113194,0,2,357930,367377,10438,98.44
1730881842,north-dakota,trump-d,GOP,240952,247895,1,1,357930,367379,10422,98.44
1730881842,north-dakota,harris-k,DEM,110827,113200,0,2,357930,367379,10422,98.44
1730882035,north-dakota,harris-k,DEM,110827,113208,0,2,357930,367368,10405,98.44
1730882035,north-dakota,trump-d,GOP,240952,247886,1,1,357930,367368,10405,98.44
1730882133,north-dakota,harris-k,DEM,112070,113208,0,2,364355,367368,10405,99
1730882133,north-dakota,trump-d,GOP,246033,247886,1,1,364355,367368,10405,99
1730882227,north-dakota,trump-d,GOP,246033,248571,1,1,364355,368390,5005,99
1730882227,north-dakota,harris-k,DEM,112070,113502,0,2,364355,368390,5005,99
1730882442,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368391,5010,99
1730882442,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368391,5010,99
1730882635,north-dakota,trump-d,GOP,246033,248575,1,1,364355,368402,5021,99
1730882635,north-dakota,harris-k,DEM,112070,113509,0,2,364355,368402,5021,99
1730882823,north-dakota,trump-d,GOP,246033,248575,1,1,364355,368395,5016,99
1730882823,north-dakota,harris-k,DEM,112070,113503,0,2,364355,368395,5016,99
1730883043,north-dakota,harris-k,DEM,112070,113505,0,2,364355,368397,5015,99
1730883043,north-dakota,trump-d,GOP,246033,248573,1,1,364355,368397,5015,99
1730883120,north-dakota,trump-d,GOP,246033,248573,1,1,364355,368397,5015,99
1730883120,north-dakota,harris-k,DEM,112070,113505,0,2,364355,368397,5015,99
1730883234,north-dakota,harris-k,DEM,112070,113508,0,2,364355,368404,5025,99
1730883234,north-dakota,trump-d,GOP,246033,248576,1,1,364355,368404,5025,99
1730883445,north-dakota,harris-k,DEM,112070,113503,0,2,364355,368395,5009,99
1730883445,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368395,5009,99
1730883656,north-dakota,harris-k,DEM,112070,113502,0,2,364355,368392,5016,99
1730883656,north-dakota,trump-d,GOP,246033,248571,1,1,364355,368392,5016,99
1730883831,north-dakota,trump-d,GOP,246033,248571,1,1,364355,368383,5002,99
1730883831,north-dakota,harris-k,DEM,112070,113496,0,2,364355,368383,5002,99
1730884060,north-dakota,trump-d,GOP,246033,248577,1,1,364355,368392,5006,99
1730884060,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368392,5006,99
1730884101,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368392,5006,99
1730884101,north-dakota,trump-d,GOP,246033,248577,1,1,364355,368392,5006,99
1730884243,north-dakota,harris-k,DEM,112070,113504,0,2,364355,368392,5005,99
1730884243,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368392,5005,99
1730884452,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368387,5004,99
1730884452,north-dakota,trump-d,GOP,246033,248572,1,1,364355,368387,5004,99
1730884659,north-dakota,harris-k,DEM,112070,113499,0,2,364355,368383,5005,99
1730884659,north-dakota,trump-d,GOP,246033,248571,1,1,364355,368383,5005,99
1730884846,north-dakota,harris-k,DEM,112070,113498,0,2,364355,368385,5003,99
1730884846,north-dakota,trump-d,GOP,246033,248573,1,1,364355,368385,5003,99
1730885055,north-dakota,harris-k,DEM,112070,113505,0,2,364355,368392,5010,99
1730885055,north-dakota,trump-d,GOP,246033,248573,1,1,364355,368392,5010,99
1730885262,north-dakota,trump-d,GOP,246033,248573,1,1,364355,368397,5014,99
1730885262,north-dakota,harris-k,DEM,112070,113510,0,2,364355,368397,5014,99
1730885460,north-dakota,harris-k,DEM,112070,113502,0,2,364355,368391,5006,99
1730885460,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368391,5006,99
1730885662,north-dakota,trump-d,GOP,246033,248575,1,1,364355,368394,5012,99
1730885662,north-dakota,harris-k,DEM,112070,113505,0,2,364355,368394,5012,99
1730885859,north-dakota,harris-k,DEM,112070,113503,0,2,364355,368388,5009,99
1730885859,north-dakota,trump-d,GOP,246033,248571,1,1,364355,368388,5009,99
1730886073,north-dakota,harris-k,DEM,112070,113505,0,2,364355,368392,5012,99
1730886073,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368392,5012,99
1730886258,north-dakota,harris-k,DEM,112070,113504,0,2,364355,368392,5012,99
1730886258,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368392,5012,99
1730886453,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368392,5007,99
1730886453,north-dakota,trump-d,GOP,246033,248576,1,1,364355,368392,5007,99
1730886646,north-dakota,harris-k,DEM,112070,113508,0,2,364355,368401,5019,99
1730886646,north-dakota,trump-d,GOP,246033,248579,1,1,364355,368401,5019,99
1730886871,north-dakota,trump-d,GOP,246033,248575,1,1,364355,368390,5009,99
1730886871,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368390,5009,99
1730887062,north-dakota,trump-d,GOP,246033,248575,1,1,364355,368387,5008,99
1730887062,north-dakota,harris-k,DEM,112070,113499,0,2,364355,368387,5008,99
1730887276,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368391,5006,99
1730887276,north-dakota,trump-d,GOP,246033,248575,1,1,364355,368391,5006,99
1730887482,north-dakota,harris-k,DEM,112070,113505,0,2,364355,368392,5014,99
1730887482,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368392,5014,99
1730887691,north-dakota,harris-k,DEM,112070,113500,0,2,364355,368386,5004,99
1730887691,north-dakota,trump-d,GOP,246033,248573,1,1,364355,368386,5004,99
1730887881,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368388,5008,99
1730887881,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368388,5008,99
1730888021,north-dakota,harris-k,DEM,112070,113505,0,2,364355,368392,5012,99
1730888021,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368392,5012,99
1730888246,north-dakota,harris-k,DEM,112070,113504,0,2,364355,368389,5007,99
1730888246,north-dakota,trump-d,GOP,246033,248572,1,1,364355,368389,5007,99
1730888471,north-dakota,harris-k,DEM,112070,113501,0,2,364355,368386,5004,99
1730888471,north-dakota,trump-d,GOP,246033,248572,1,1,364355,368386,5004,99
1730888689,north-dakota,trump-d,GOP,246033,248572,1,1,364355,368382,5004,99
1730888689,north-dakota,harris-k,DEM,112070,113496,0,2,364355,368382,5004,99
1730888905,north-dakota,harris-k,DEM,112070,113494,0,2,364355,368378,5000,99
1730888905,north-dakota,trump-d,GOP,246033,248572,1,1,364355,368378,5000,99
1730889091,north-dakota,trump-d,GOP,246033,248571,1,1,364355,368378,4999,99
1730889091,north-dakota,harris-k,DEM,112070,113492,0,2,364355,368378,4999,99
1730889293,north-dakota,harris-k,DEM,112070,113496,0,2,364355,368381,5000,99
1730889293,north-dakota,trump-d,GOP,246033,248571,1,1,364355,368381,5000,99
1730889509,north-dakota,harris-k,DEM,112070,113495,0,2,364355,368383,5002,99
1730889509,north-dakota,trump-d,GOP,246033,248574,1,1,364355,368383,5002,99
1730854805,wisconsin,harris-k,DEM,0,1626937,0.5336,1,0,3352103,3356022,0
1730854805,wisconsin,trump-d,GOP,0,1604444,0.4664,2,0,3352103,3356022,0
1730854891,wisconsin,harris-k,DEM,0,1626956,0.537,1,0,3352103,3355621,0
1730854891,wisconsin,trump-d,GOP,0,1604439,0.463,2,0,3352103,3355621,0
1730854965,wisconsin,trump-d,GOP,0,1604464,0.461,2,0,3352103,3355523,0
1730854965,wisconsin,harris-k,DEM,0,1626946,0.539,1,0,3352103,3355523,0
1730855051,wisconsin,trump-d,GOP,0,1604679,0.467,2,0,3352103,3355712,0
1730855051,wisconsin,harris-k,DEM,0,1626756,0.533,1,0,3352103,3355712,0
1730855146,wisconsin,harris-k,DEM,0,1626693,0.5296,1,0,3352103,3356011,0
1730855146,wisconsin,trump-d,GOP,0,1604756,0.4704,2,0,3352103,3356011,0
1730855221,wisconsin,harris-k,DEM,0,1626423,0.537,1,0,3352103,3351570,0
1730855221,wisconsin,trump-d,GOP,0,1605171,0.463,2,0,3352103,3351570,0
1730855306,wisconsin,trump-d,GOP,0,1605216,0.4704,2,0,3352103,3351538,0
1730855306,wisconsin,harris-k,DEM,0,1626392,0.5296,1,0,3352103,3351538,0
1730855330,wisconsin,trump-d,GOP,0,1605567,0.4803,2,0,3352103,3351502,0
1730855330,wisconsin,harris-k,DEM,0,1626172,0.5197,1,0,3352103,3351502,0
1730855460,wisconsin,harris-k,DEM,0,1626022,0.5336,1,0,3352103,3354473,0
1730855460,wisconsin,trump-d,GOP,0,1605759,0.4664,2,0,3352103,3354473,0
1730855539,wisconsin,harris-k,DEM,0,1625928,0.5296,1,0,3352103,3351838,0
1730855539,wisconsin,trump-d,GOP,0,1605881,0.4704,2,0,3352103,3351838,0
1730855627,wisconsin,harris-k,DEM,0,1625770,0.5323,1,0,3352103,3352043,0
1730855627,wisconsin,trump-d,GOP,0,1606081,0.4677,2,0,3352103,3352043,0
1730855707,wisconsin,harris-k,DEM,0,1625769,0.505,1,0,3352103,3352333,0
1730855707,wisconsin,trump-d,GOP,0,1606119,0.495,2,0,3352103,3352333,0
1730855788,wisconsin,trump-d,GOP,0,1605577,0.469,2,0,3352103,3353824,0
1730855788,wisconsin,harris-k,DEM,0,1626194,0.531,1,0,3352103,3353824,0
1730855873,wisconsin,harris-k,DEM,0,1626202,0.5276,1,0,3352103,3353756,0
1730855873,wisconsin,trump-d,GOP,0,1605577,0.4724,2,0,3352103,3353756,0
1730855949,wisconsin,trump-d,GOP,0,1605621,0.4704,2,0,3352103,3354447,0
1730855949,wisconsin,harris-k,DEM,0,1626176,0.5296,1,0,3352103,3354447,0
1730856032,wisconsin,trump-d,GOP,0,1605887,0.4744,2,0,3352103,3354352,0
1730856032,wisconsin,harris-k,DEM,0,1626003,0.5256,1,0,3352103,3354352,0
1730856116,wisconsin,harris-k,DEM,0,1625592,0.5223,1,0,3352103,3352909,0
1730856116,wisconsin,trump-d,GOP,0,1606536,0.4777,2,0,3352103,3352909,0
1730856200,wisconsin,harris-k,DEM,0,1625634,0.5303,1,0,3352103,3352245,0
1730856200,wisconsin,trump-d,GOP,0,1606646,0.4697,2,0,3352103,3352245,0
1730856277,wisconsin,harris-k,DEM,0,1625442,0.5303,1,0,3352103,3352165,0
1730856277,wisconsin,trump-d,GOP,0,1606962,0.4697,2,0,3352103,3352165,0
1730856363,wisconsin,trump-d,GOP,0,1608014,0.479,2,0,3352103,3352034,0
1730856363,wisconsin,harris-k,DEM,0,1624783,0.521,1,0,3352103,3352034,0
1730856532,wisconsin,harris-k,DEM,0,1624660,0.533,1,0,3352103,3353163,0
1730856532,wisconsin,trump-d,GOP,0,1608238,0.467,2,0,3352103,3353163,0
1730856619,wisconsin,trump-d,GOP,0,1608562,0.4624,2,0,3352103,3351959,0
1730856619,wisconsin,harris-k,DEM,0,1624497,0.5376,1,0,3352103,3351959,0
1730856789,wisconsin,trump-d,GOP,0,1609251,0.479,2,0,3352103,3351553,0
1730856789,wisconsin,harris-k,DEM,0,1624204,0.521,1,0,3352103,3351553,0
1730856867,wisconsin,harris-k,DEM,0,1624404,0.537,1,0,3352103,3353378,0
1730856867,wisconsin,trump-d,GOP,0,1609151,0.463,2,0,3352103,3353378,0
1730856947,wisconsin,harris-k,DEM,0,1624405,0.5336,1,0,3352103,3353479,0
1730856947,wisconsin,trump-d,GOP,0,1609159,0.4664,2,0,3352103,3353479,0
1730857042,wisconsin,harris-k,DEM,0,1623789,0.5316,1,0,3352103,3353547,0
1730857042,wisconsin,trump-d,GOP,0,1610161,0.4684,2,0,3352103,3353547,0
1730857131,wisconsin,trump-d,GOP,0,1610276,0.491,2,0,3352103,3354934,0
1730857131,wisconsin,harris-k,DEM,0,1623712,0.509,1,0,3352103,3354934,0
1730857292,wisconsin,trump-d,GOP,0,1610657,0.473,2,0,3352103,3354229,0
1730857292,wisconsin,harris-k,DEM,0,1623493,0.527,1,0,3352103,3354229,0
1730857468,wisconsin,harris-k,DEM,0,1623305,0.525,1,0,3352103,3351873,0
1730857468,wisconsin,trump-d,GOP,0,1611294,0.475,2,0,3352103,3351873,0
1730857557,wisconsin,harris-k,DEM,0,1623093,0.5256,1,0,3352103,3353561,0
1730857557,wisconsin,trump-d,GOP,0,1611451,0.4744,2,0,3352103,3353561,0
1730857644,wisconsin,trump-d,GOP,0,1611965,0.4717,2,0,3352103,3356232,0
1730857644,wisconsin,harris-k,DEM,0,1622839,0.5283,1,0,3352103,3356232,0
1730857728,wisconsin,trump-d,GOP,0,1612225,0.4843,2,0,3352103,3352807,0
1730857728,wisconsin,harris-k,DEM,0,1622648,0.5157,1,0,3352103,3352807,0
1730858595,wisconsin,trump-d,GOP,0,1613447,0.4883,2,0,3352103,3353742,0
1730858595,wisconsin,harris-k,DEM,0,1622414,0.5117,1,0,3352103,3353742,0
1730858728,wisconsin,trump-d,GOP,0,1614124,0.479,2,0,3352103,3354735,0
1730858728,wisconsin,harris-k,DEM,0,1622108,0.521,1,0,3352103,3354735,0
1730858841,wisconsin,harris-k,DEM,0,1622096,0.5083,1,0,3352101,3352632,0
1730858841,wisconsin,trump-d,GOP,0,1614112,0.4917,2,0,3352101,3352632,0
1730858966,wisconsin,trump-d,GOP,0,1614531,0.4863,2,0,3352101,3352960,0
1730858966,wisconsin,harris-k,DEM,0,1621986,0.5137,1,0,3352101,3352960,0
1730859083,wisconsin,trump-d,GOP,0,1615599,0.4963,2,0,3352094,3350512,0
1730859083,wisconsin,harris-k,DEM,0,1621489,0.5037,1,0,3352094,3350512,0
1730859096,wisconsin,trump-d,GOP,1725,1615599,0.4963,2,2763,3352094,3350512,0.08
1730859096,wisconsin,harris-k,DEM,1008,1621489,0.5037,1,2763,3352094,3350512,0.08
1730859209,wisconsin,trump-d,GOP,1725,1616214,0.493,2,2763,3352093,3350666,0.08
1730859209,wisconsin,harris-k,DEM,1008,1621155,0.507,1,2763,3352093,3350666,0.08
1730859233,wisconsin,harris-k,DEM,6165,1621155,0.507,1,17743,3352093,3350666,0.53
1730859233,wisconsin,trump-d,GOP,11373,1616214,0.493,2,17743,3352093,3350666,0.53
1730859303,wisconsin,trump-d,GOP,23284,1616214,0.493,2,37349,3352093,3350666,1.11
1730859303,wisconsin,harris-k,DEM,13615,1621155,0.507,1,37349,3352093,3350666,1.11
1730859337,wisconsin,harris-k,DEM,24313,1620972,0.5103,1,65110,3352093,3289539,1.93
1730859337,wisconsin,trump-d,GOP,40046,1616535,0.4897,2,65110,3352093,3289539,1.93
1730859405,wisconsin,trump-d,GOP,41200,1616535,0.4897,2,66785,3352093,3289539,1.98
1730859405,wisconsin,harris-k,DEM,24809,1620972,0.5103,1,66785,3352093,3289539,1.98
1730859460,wisconsin,harris-k,DEM,24809,1621148,0.505,1,66785,3352089,3287741,1.98
1730859460,wisconsin,trump-d,GOP,41200,1616802,0.495,2,66785,3352089,3287741,1.98
1730859485,wisconsin,trump-d,GOP,51775,1616802,0.495,2,83966,3352089,3287741,2.49
1730859485,wisconsin,harris-k,DEM,31155,1621148,0.505,1,83966,3352089,3287741,2.49
1730859508,wisconsin,harris-k,DEM,33206,1621148,0.505,1,87272,3352089,3287741,2.59
1730859508,wisconsin,trump-d,GOP,52970,1616802,0.495,2,87272,3352089,3287741,2.59
1730859540,wisconsin,harris-k,DEM,33206,1620576,0.507,1,87272,3352088,3266850,2.59
1730859540,wisconsin,trump-d,GOP,52970,1617689,0.493,2,87272,3352088,3266850,2.59
1730859596,wisconsin,trump-d,GOP,63852,1617689,0.493,2,105058,3352088,3266850,3.12
1730859596,wisconsin,harris-k,DEM,39903,1620576,0.507,1,105058,3352088,3266850,3.12
1730859624,wisconsin,trump-d,GOP,68750,1617689,0.493,2,114015,3352088,3266850,3.39
1730859624,wisconsin,harris-k,DEM,43815,1620576,0.507,1,114015,3352088,3266850,3.39
1730859653,wisconsin,trump-d,GOP,78396,1617689,0.493,2,136478,3352088,3266850,4.05
1730859653,wisconsin,harris-k,DEM,56339,1620576,0.507,1,136478,3352088,3266850,4.05
1730859702,wisconsin,trump-d,GOP,89915,1617689,0.493,2,155523,3352088,3266850,4.62
1730859702,wisconsin,harris-k,DEM,63597,1620576,0.507,1,155523,3352088,3266850,4.62
1730859709,wisconsin,harris-k,DEM,63597,1620315,0.511,1,155523,3352075,3196450,4.62
1730859709,wisconsin,trump-d,GOP,89915,1618433,0.489,2,155523,3352075,3196450,4.62
1730859714,wisconsin,trump-d,GOP,89915,1618433,0.489,2,155523,3352075,3196450,4.62
1730859714,wisconsin,harris-k,DEM,63597,1620315,0.511,1,155523,3352075,3196450,4.62
1730859785,wisconsin,trump-d,GOP,91355,1618433,0.489,2,158088,3352075,3196450,4.7
1730859785,wisconsin,harris-k,DEM,64693,1620315,0.511,1,158088,3352075,3196450,4.7
1730859834,wisconsin,trump-d,GOP,97921,1618433,0.489,2,169700,3352075,3196450,5.04
1730859834,wisconsin,harris-k,DEM,69575,1620315,0.511,1,169700,3352075,3196450,5.04
1730859842,wisconsin,trump-d,GOP,97921,1618240,0.4923,2,169700,3352072,3184635,5.04
1730859842,wisconsin,harris-k,DEM,69575,1620230,0.5077,1,169700,3352072,3184635,5.04
1730859857,wisconsin,harris-k,DEM,86011,1620230,0.5077,1,198815,3352072,3184635,5.91
1730859857,wisconsin,trump-d,GOP,110189,1618240,0.4923,2,198815,3352072,3184635,5.91
1730859888,wisconsin,trump-d,GOP,113149,1618240,0.4923,2,203280,3352072,3184635,6.04
1730859888,wisconsin,harris-k,DEM,87456,1620230,0.5077,1,203280,3352072,3184635,6.04
1730859914,wisconsin,trump-d,GOP,122618,1618240,0.4923,2,218723,3352072,3184635,6.5
1730859914,wisconsin,harris-k,DEM,93180,1620230,0.5077,1,218723,3352072,3184635,6.5
1730859938,wisconsin,trump-d,GOP,125811,1618240,0.4923,2,225101,3352072,3184635,6.69
1730859938,wisconsin,harris-k,DEM,96281,1620230,0.5077,1,225101,3352072,3184635,6.69
1730859952,wisconsin,harris-k,DEM,96281,1619699,0.5017,1,225101,3352046,3129039,6.69
1730859952,wisconsin,trump-d,GOP,125811,1618966,0.4983,2,225101,3352046,3129039,6.69
1730859973,wisconsin,trump-d,GOP,140593,1618966,0.4983,2,250440,3352046,3129039,7.44
1730859973,wisconsin,harris-k,DEM,106512,1619699,0.5017,1,250440,3352046,3129039,7.44
1730859992,wisconsin,trump-d,GOP,141613,1618966,0.4983,2,251868,3352046,3129039,7.48
1730859992,wisconsin,harris-k,DEM,106908,1619699,0.5017,1,251868,3352046,3129039,7.48
1730860074,wisconsin,harris-k,DEM,134874,1619699,0.5017,1,296240,3352046,3129039,8.8
1730860074,wisconsin,trump-d,GOP,157392,1618966,0.4983,2,296240,3352046,3129039,8.8
1730860089,wisconsin,trump-d,GOP,157392,1619774,0.5,1,296240,3352046,3057692,8.8
1730860089,wisconsin,harris-k,DEM,134874,1619592,0.5,2,296240,3352046,3057692,8.8
1730860134,wisconsin,harris-k,DEM,136402,1619592,0.5,2,300737,3352046,3057692,8.94
1730860134,wisconsin,trump-d,GOP,160287,1619774,0.5,1,300737,3352046,3057692,8.94
1730860182,wisconsin,harris-k,DEM,151777,1619592,0.5,2,334863,3352046,3057692,9.95
1730860182,wisconsin,trump-d,GOP,178539,1619774,0.5,1,334863,3352046,3057692,9.95
1730860205,wisconsin,harris-k,DEM,151777,1619592,0.5,2,334874,3352046,3057692,9.95
1730860205,wisconsin,trump-d,GOP,178539,1619774,0.5,1,334874,3352046,3057692,9.95
1730860218,wisconsin,trump-d,GOP,178539,1621168,0.5083,1,334874,3352017,3017019,9.95
1730860218,wisconsin,harris-k,DEM,151777,1618927,0.4917,2,334874,3352017,3017019,9.95
1730860264,wisconsin,harris-k,DEM,165383,1618927,0.4917,2,367735,3352017,3017019,10.93
1730860264,wisconsin,trump-d,GOP,197354,1621168,0.5083,1,367735,3352017,3017019,10.93
1730860314,wisconsin,trump-d,GOP,200740,1621168,0.5083,1,374245,3352017,3017019,11.12
1730860314,wisconsin,harris-k,DEM,168435,1618927,0.4917,2,374245,3352017,3017019,11.12
1730860356,wisconsin,trump-d,GOP,211707,1621168,0.5083,1,413292,3352017,3017019,12.28
1730860356,wisconsin,harris-k,DEM,195966,1618927,0.4917,2,413292,3352017,3017019,12.28
1730860386,wisconsin,trump-d,GOP,213853,1622513,0.513,1,416925,3351999,2936449,12.39
1730860386,wisconsin,harris-k,DEM,197416,1617342,0.487,2,416925,3351999,2936449,12.39
1730860444,wisconsin,harris-k,DEM,287365,1617342,0.487,2,566816,3351999,2936449,16.84
1730860444,wisconsin,trump-d,GOP,270773,1622513,0.513,1,566816,3351999,2936449,16.84
1730860477,wisconsin,trump-d,GOP,274580,1622513,0.513,1,573446,3351999,2936449,17.04
1730860477,wisconsin,harris-k,DEM,290093,1617342,0.487,2,573446,3351999,2936449,17.04
1730860491,wisconsin,trump-d,GOP,274580,1622831,0.5137,1,573446,3351976,2779701,17.04
1730860491,wisconsin,harris-k,DEM,290093,1617080,0.4863,2,573446,3351976,2779701,17.04
1730860556,wisconsin,harris-k,DEM,300384,1617080,0.4863,2,599080,3351976,2779701,17.8
1730860556,wisconsin,trump-d,GOP,289498,1622831,0.5137,1,599080,3351976,2779701,17.8
1730860605,wisconsin,harris-k,DEM,321889,1617080,0.4863,2,629799,3351976,2779701,18.71
1730860605,wisconsin,trump-d,GOP,298142,1622831,0.5137,1,629799,3351976,2779701,18.71
1730860651,wisconsin,harris-k,DEM,321889,1617435,0.5,2,629799,3351953,2723296,18.71
1730860651,wisconsin,trump-d,GOP,298142,1623412,0.5,1,629799,3351953,2723296,18.71
1730860659,wisconsin,harris-k,DEM,321889,1617435,0.5,2,629804,3351953,2723296,18.71
1730860659,wisconsin,trump-d,GOP,298142,1623412,0.5,1,629804,3351953,2723296,18.71
1730860740,wisconsin,trump-d,GOP,305465,1623412,0.5,1,639849,3351953,2723296,19.01
1730860740,wisconsin,harris-k,DEM,324516,1617435,0.5,2,639849,3351953,2723296,19.01
1730860764,wisconsin,trump-d,GOP,305765,1623412,0.5,1,640332,3351953,2723296,19.02
1730860764,wisconsin,harris-k,DEM,324697,1617435,0.5,2,640332,3351953,2723296,19.02
1730860786,wisconsin,harris-k,DEM,329144,1617186,0.4963,2,652645,3351956,2699967,19.39
1730860786,wisconsin,trump-d,GOP,313369,1623861,0.5037,1,652645,3351956,2699967,19.39
1730860823,wisconsin,trump-d,GOP,316467,1623861,0.5037,1,657977,3351956,2699967,19.55
1730860823,wisconsin,harris-k,DEM,331326,1617186,0.4963,2,657977,3351956,2699967,19.55
1730860857,wisconsin,trump-d,GOP,321818,1623861,0.5037,1,667648,3351956,2699967,19.84
1730860857,wisconsin,harris-k,DEM,335456,1617186,0.4963,2,667648,3351956,2699967,19.84
1730860957,wisconsin,trump-d,GOP,346741,1623861,0.5037,1,732960,3351956,2699967,21.78
1730860957,wisconsin,harris-k,DEM,374832,1617186,0.4963,2,732960,3351956,2699967,21.78
1730860980,wisconsin,trump-d,GOP,346741,1625826,0.5137,1,732960,3351883,2621648,21.78
1730860980,wisconsin,harris-k,DEM,374832,1616516,0.4863,2,732960,3351883,2621648,21.78
1730860984,wisconsin,trump-d,GOP,357180,1625826,0.5137,1,748709,3351883,2621648,22.24
1730860984,wisconsin,harris-k,DEM,379995,1616516,0.4863,2,748709,3351883,2621648,22.24
1730861017,wisconsin,harris-k,DEM,384121,1616516,0.4863,2,759263,3351883,2621648,22.56
1730861017,wisconsin,trump-d,GOP,363481,1625826,0.5137,1,759263,3351883,2621648,22.56
1730861069,wisconsin,trump-d,GOP,389484,1625826,0.5137,1,800191,3351883,2621648,23.77
1730861069,wisconsin,harris-k,DEM,398611,1616516,0.4863,2,800191,3351883,2621648,23.77
1730861097,wisconsin,harris-k,DEM,399493,1616516,0.4863,2,803120,3351883,2621648,23.86
1730861097,wisconsin,trump-d,GOP,391505,1625826,0.5137,1,803120,3351883,2621648,23.86
1730861118,wisconsin,trump-d,GOP,391505,1627029,0.527,1,803120,3351889,2551739,23.86
1730861118,wisconsin,harris-k,DEM,399493,1616070,0.473,2,803120,3351889,2551739,23.86
1730861122,wisconsin,trump-d,GOP,392060,1627029,0.527,1,804082,3351889,2551739,23.89
1730861122,wisconsin,harris-k,DEM,399885,1616070,0.473,2,804082,3351889,2551739,23.89
1730861155,wisconsin,trump-d,GOP,396027,1627029,0.527,1,811116,3351889,2551739,24.1
